UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
SP;35;17703;3517703;Guará;18607
PE;26;12406;2612406;Sanharó;18606
BA;29;32101;2932101;Ubaíra;18605
CE;23;11702;2311702;Reriutaba;18603
PA;15;05650;1505650;Placas;18602
MA;21;11607;2111607;São Raimundo das Mangabeiras;18593
RJ;33;05406;3305406;Sapucaia;18585
PE;26;10400;2610400;Parnamirim;18563
MA;21;11003;2111003;São João Batista;18559
RJ;33;04409;3304409;Rio Claro;18544
BA;29;12400;2912400;Ibipeba;18540
BA;29;22656;2922656;Nordestina;18536
MG;31;13701;3113701;Carlos Chagas;18531
MG;31;04502;3104502;Arinos;18526
MG;31;40902;3140902;Matipó;18506
SP;35;43006;3543006;Ribeirão Branco;18494
AL;27;04104;2704104;Lagoa da Canoa;18480
PR;41;15606;4115606;Matelândia;18472
PB;25;07101;2507101;Itapororoca;18461
BA;29;31053;2931053;Tanque Novo;18459
PR;41;27403;4127403;Terra Roxa;18448
MA;21;00204;2100204;Alcântara;18446
PE;26;03801;2603801;Capoeiras;18445
PE;26;03900;2603900;Carnaíba;18437
MG;31;00906;3100906;Águas Formosas;18430
BA;29;29255;2929255;São Gabriel;18417
SP;35;12001;3512001;Colina;18411
MT;51;01902;5101902;Brasnorte;18407
BA;29;03508;2903508;Belo Campo;18399
PR;41;16208;4116208;Morretes;18396
MA;21;04552;2104552;Governador Edison Lobão;18375
PB;25;11400;2511400;Picuí;18361
GO;52;04904;5204904;Campos Belos;18357
MA;21;04008;2104008;Esperantinópolis;18355
PA;15;01006;1501006;Aveiro;18343
PE;26;01607;2601607;Belém do São Francisco;18321
SE;28;05802;2805802;Riachão do Dantas;18321
MA;21;10401;2110401;São Benedito do Rio Preto;18306
RJ;33;05703;3305703;Sumidouro;18286
SC;42;17808;4217808;Taió;18282
PR;41;03453;4103453;Cafelândia;18262
MG;31;04908;3104908;Baependi;18261
PB;25;04405;2504405;Conceição;18239
PE;26;00906;2600906;Amaraji;18236
CE;23;04301;2304301;Farias Brito;18226
PE;26;14006;2614006;Serrita;18204
AC;12;00708;1200708;Xapuri;18181
ES;32;03700;3203700;Muniz Freire;18169
BA;29;32309;2932309;Ubatã;18161
SP;35;31506;3531506;Monte Azul Paulista;18152
SE;28;01009;2801009;Campo do Brito;18151
RS;43;11205;4311205;Júlio de Castilhos;18121
RS;43;08904;4308904;Getúlio Vargas;18111
SP;35;35606;3535606;Paraibuna;18107
CE;23;13955;2313955;Varjota;18105
SE;28;00506;2800506;Areia Branca;18101
GO;52;01702;5201702;Aragarças;18096
BA;29;30402;2930402;Serra Preta;18090
CE;23;13005;2313005;Solonópole;18083
AL;27;04401;2704401;Major Isidoro;18081
PA;15;01451;1501451;Belterra;18060
MA;21;07100;2107100;Morros;18054
MG;31;08008;3108008;Bom Sucesso;18045
RR;14;00175;1400175;Cantá;18030
BA;29;31202;2931202;Taperoá;18016
PE;26;05905;2605905;Gameleira;18012
MG;31;49804;3149804;Perdizes;17999
BA;29;32507;2932507;Una;17998
BA;29;29602;2929602;Sapeaçu;17993
BA;29;05305;2905305;Cafarnaum;17975
MG;31;38807;3138807;Luz;17972
SP;35;21705;3521705;Itaberá;17971
PA;15;06161;1506161;Rio Maria;17965
BA;29;13101;2913101;Ibititá;17954
BA;29;08002;2908002;Coaraci;17949
BA;29;25253;2925253;Ponto Novo;17941
MA;21;07407;2107407;Olho d'Água das Cunhãs;17937
AP;16;00535;1600535;Porto Grande;17923
BA;29;10750;2910750;Fátima;17899
PA;15;03044;1503044;Floresta do Araguaia;17896
BA;29;10859;2910859;Filadélfia;17892
PB;25;12705;2512705;Remígio;17888
ES;32;02207;3202207;Fundão;17884
MG;31;01904;3101904;Alpinópolis;17883
BA;29;02609;2902609;Baixa Grande;17880
SP;35;47700;3547700;Santo Anastácio;17875
PE;26;11507;2611507;Quipapá;17873
MA;21;11409;2111409;São Luís Gonzaga do Maranhão;17870
CE;23;05209;2305209;Hidrolândia;17854
PA;15;05403;1505403;Ourém;17836
SP;35;14908;3514908;Elias Fausto;17832
RS;43;12658;4312658;Não-Me-Toque;17821
MG;31;11101;3111101;Campina Verde;17817
RN;24;06106;2406106;Jucurutu;17779
MA;21;04099;2104099;Formosa da Serra Negra;17758
BA;29;17102;2917102;Itororó;17729
MG;31;55801;3155801;Rio Pomba;17721
PR;41;27601;4127601;Tijucas do Sul;17717
PB;25;11905;2511905;Pitimbu;17696
PE;26;16001;2616001;Venturosa;17676
PB;25;06806;2506806;Ingá;17664
TO;17;07009;1707009;Dianópolis;17658
PI;22;00202;2200202;Água Branca;17642
PA;15;06583;1506583;Santa Maria das Barreiras;17639
RS;43;18101;4318101;São Francisco de Assis;17634
CE;23;03105;2303105;Cariré;17633
PR;41;01903;4101903;Assaí;17628
BA;29;32200;2932200;Ubaitaba;17626
GO;52;20405;5220405;São Simão;17619
PB;25;02508;2502508;Boqueirão;17599
MG;31;14501;3114501;Carmópolis de Minas;17596
BA;29;05404;2905404;Cairu;17591
PI;22;08205;2208205;Pio IX;17586
MA;21;06631;2106631;Matões do Norte;17582
MG;31;08305;3108305;Borda da Mata;17581
PB;25;00700;2500700;São João do Rio do Peixe;17560
BA;29;24801;2924801;Piritiba;17549
PI;22;10409;2210409;São Miguel do Tapuio;17544
MA;21;09270;2109270;Presidente Sarney;17542
MA;21;00832;2100832;Apicum-Açu;17533
BA;29;31806;2931806;Tremedal;17497
CE;23;04236;2304236;Croatá;17492
CE;23;13757;2313757;Umirim;17491
TO;17;02554;1702554;Augustinópolis;17471
PR;41;06308;4106308;Corbélia;17466
GO;52;09200;5209200;Guapó;17463
RJ;33;02809;3302809;Mendes;17461
RS;43;01305;4301305;Arroio Grande;17440
PR;41;06209;4106209;Contenda;17435
MT;51;05507;5105507;Vila Bela da Santíssima Trindade;17435
RS;43;14605;4314605;Piratini;17434
MG;31;70529;3170529;Urucuia;17433
MA;21;04404;2104404;Gonçalves Dias;17432
PB;25;12002;2512002;Pocinhos;17428
SP;35;56800;3556800;Viradouro;17413
PI;22;05201;2205201;Jaicós;17408
MG;31;61007;3161007;São Domingos do Prata;17399
BA;29;00405;2900405;Água Fria;17398
SC;42;00101;4200101;Abelardo Luz;17389
PE;26;08453;2608453;Lagoa do Carro;17368
AM;13;00904;1300904;Canutama;17362
PE;26;03504;2603504;Camocim de São Félix;17362
MG;31;48608;3148608;Peçanha;17358
SC;42;11751;4211751;Otacílio Costa;17357
RO;11;00148;1100148;Nova Brasilândia D'Oeste;17355
MA;21;02705;2102705;Cantanhede;17355
MS;50;08008;5008008;Terenos;17342
AM;13;02553;1302553;Manaquiri;17333
PR;41;05706;4105706;Clevelândia;17321
CE;23;04459;2304459;Fortim;17308
SC;42;06009;4206009;Governador Celso Ramos;17306
PR;41;14401;4114401;Mangueirinha;17287
PR;41;01200;4101200;Antonina;17261
CE;23;06702;2306702;Jaguaretama;17255
MG;31;38609;3138609;Lima Duarte;17248
BA;29;07905;2907905;Cipó;17246
MA;21;07902;2107902;Passagem Franca;17244
SC;42;04251;4204251;Cocal do Sul;17241
SP;35;44251;3544251;Rosana;17237
CE;23;03402;2303402;Carnaubal;17211
CE;23;06504;2306504;Itapiúna;17211
RN;24;14209;2414209;Tibau do Sul;17210
PB;25;01005;2501005;Araruna;17203
SP;35;08108;3508108;Buritama;17203
PI;22;00509;2200509;Amarante;17194
SP;35;12308;3512308;Conchas;17184
CE;23;08609;2308609;Monsenhor Tabosa;17171
SP;35;01152;3501152;Alumínio;17170
MG;31;46305;3146305;Padre Paraíso;17163
PE;26;04700;2604700;Correntes;17153
CE;23;13351;2313351;Tejuçuoca;17149
RJ;33;01207;3301207;Carmo;17149
SC;42;13708;4213708;Pouso Redondo;17143
RO;11;00403;1100403;Alto Paraíso;17140
MA;21;08900;2108900;Poção de Pedras;17133
RS;43;16600;4316600;Sananduva;17130
PE;26;06507;2606507;Iati;17118
MT;51;05903;5105903;Nobres;17118
PR;41;26306;4126306;Sengés;17112
PI;22;08809;2208809;Regeneração;17108
GO;52;04409;5204409;Caiapônia;17108
AL;27;03809;2703809;Joaquim Gomes;17080
MA;21;04206;2104206;Fortuna;17075
MA;21;01251;2101251;Bacabeira;17073
MS;50;00203;5000203;Água Clara;17072
MA;21;05476;2105476;Jenipapo dos Vieiras;17066
CE;23;11108;2311108;Porteiras;17060
BA;29;08705;2908705;Condeúba;17059
RR;14;00308;1400308;Mucajaí;17058
MA;21;08058;2108058;Paulino Neves;17054
AM;13;00102;1300102;Anori;17052
BA;29;16807;2916807;Itarantim;17035
SP;35;40903;3540903;Pradópolis;17035
AM;13;01506;1301506;Envira;17034
SE;28;06008;2806008;Ribeirópolis;17032
BA;29;13408;2913408;Igaporã;17022
PB;25;07705;2507705;Juazeirinho;17004
SE;28;01702;2801702;Cristinápolis;17002
RR;14;00027;1400027;Amajari;16994
CE;23;12106;2312106;Santana do Cariri;16981
MT;51;07107;5107107;São José dos Quatro Marcos;16979
RJ;33;04102;3304102;Porciúncula;16958
SP;35;08702;3508702;Caconde;16947
CE;23;10902;2310902;Piquet Carneiro;16926
MG;31;15102;3115102;Cássia;16923
BA;29;18506;2918506;Jussara;16922
MG;31;44706;3144706;Nova Era;16920
MA;21;06409;2106409;Mata Roma;16919
BA;29;01908;2901908;Aporá;16909
PR;41;04709;4104709;Carlópolis;16908
MG;31;39201;3139201;Malacacheta;16905
BA;29;30808;2930808;Souto Soares;16904
BA;29;04704;2904704;Buerarema;16880
SP;35;24600;3524600;Jacupiranga;16850
SP;35;01004;3501004;Altinópolis;16845
RS;43;20404;4320404;Serafina Corrêa;16839
GO;52;09952;5209952;Indiara;16829
PB;25;04900;2504900;Cruz do Espírito Santo;16828
AC;12;00351;1200351;Marechal Thaumaturgo;16825
SP;35;21903;3521903;Itajobi;16824
SP;35;15400;3515400;Fartura;16782
RS;43;05454;4305454;Cidreira;16742
RS;43;00109;4300109;Agudo;16740
PR;41;04402;4104402;Cândido de Abreu;16727
MG;31;59902;3159902;Santo Antônio do Amparo;16723
BA;29;11402;2911402;Glória;16698
PR;41;26504;4126504;Sertanópolis;16694
BA;29;30303;2930303;Serra Dourada;16691
PA;15;00347;1500347;Água Azul do Norte;16672
CE;23;11959;2311959;Salitre;16635
MA;21;11805;2111805;Sítio Novo;16626
PB;25;00809;2500809;Araçagi;16589
RN;24;12609;2412609;São Paulo do Potengi;16586
SP;35;17604;3517604;Guapiara;16579
PE;26;07802;2607802;Itaquitinga;16562
MG;31;31158;3131158;Ipaba;16552
MG;31;45109;3145109;Nova Resende;16545
PB;25;16300;2516300;Sumé;16539
SC;42;08401;4208401;Itapiranga;16503
SP;35;28007;3528007;Macatuba;16489
PE;26;00203;2600203;Afrânio;16486
SP;35;08801;3508801;Cafelândia;16478
PB;25;11301;2511301;Piancó;16471
SE;28;04409;2804409;Neópolis;16450
CE;23;01851;2301851;Banabuiú;16447
MG;31;57906;3157906;Santa Margarida;16414
AL;27;00508;2700508;Barra de Santo Antônio;16405
CE;23;03303;2303303;Cariús;16398
PI;22;03305;2203305;Demerval Lobão;16359
MG;31;32107;3132107;Itacarambi;16355
PR;41;07603;4107603;Faxinal;16338
PE;26;13800;2613800;São Vicente Férrer;16331
AC;12;00385;1200385;Plácido de Castro;16313
RO;11;01492;1101492;São Francisco do Guaporé;16302
MA;21;02507;2102507;Cajari;16296
PR;41;03107;4103107;Bocaiúva do Sul;16292
BA;29;32804;2932804;Utinga;16285
MG;31;53905;3153905;Raposos;16266
MG;31;33709;3133709;Itatiaiuçu;16257
MA;21;03174;2103174;Centro Novo do Maranhão;16254
BA;29;13804;2913804;Ipecaetá;16230
BA;29;07608;2907608;Central;16223
AC;12;00807;1200807;Porto Acre;16218
MA;21;01301;2101301;Bacuri;16206
SP;35;19055;3519055;Holambra;16194
PB;25;01906;2501906;Belém;16189
RS;43;23804;4323804;Xangri-lá;16178
RR;14;00159;1400159;Bonfim;16169
PE;26;05152;2605152;Dormentes;16159
SP;35;23602;3523602;Itirapina;16157
PR;41;27965;4127965;Turvo;16147
MT;51;06232;5106232;Nova Olímpia;16147
PR;41;05201;4105201;Cerro Azul;16145
CE;23;07635;2307635;Madalena;16127
MT;51;07701;5107701;Rosário Oeste;16127
GO;52;15306;5215306;Orizona;16127
BA;29;20106;2920106;Mairi;16122
TO;17;11902;1711902;Lagoa da Confusão;16117
MA;21;11078;2111078;São João do Soter;16083
SE;28;02809;2802809;Indiaroba;16082
AC;12;00427;1200427;Rodrigues Alves;16072
AL;27;01308;2701308;Cajueiro;16035
BA;29;29701;2929701;Sátiro Dias;16021
AL;27;00706;2700706;Batalha;16016
CE;23;02909;2302909;Capistrano;16005
PR;41;06803;4106803;Cruz Machado;15993
SP;35;49953;3549953;São Lourenço da Serra;15992
PB;25;03506;2503506;Cacimba de Dentro;15975
RS;43;09001;4309001;Giruá;15971
MG;31;40159;3140159;Mário Campos;15969
BA;29;22706;2922706;Nova Canaã;15959
BA;29;06824;2906824;Canudos;15906
CE;23;03006;2303006;Caridade;15898
CE;23;11355;2311355;Quixelô;15896
BA;29;31608;2931608;Teolândia;15892
BA;29;31301;2931301;Tapiramutá;15884
SC;42;20000;4220000;Balneário Rincão;15880
PR;41;15408;4115408;Marmeleiro;15873
MG;31;10905;3110905;Campanha;15856
SE;28;03302;2803302;Japaratuba;15848
SP;35;55109;3555109;Tupi Paulista;15839
BA;29;04050;2904050;Bonito;15837
AL;27;06802;2706802;Piaçabuçu;15834
MG;31;51701;3151701;Poço Fundo;15831
ES;32;04500;3204500;Santa Leopoldina;15830
PE;26;04908;2604908;Cumaru;15824
MG;31;57708;3157708;Santa Juliana;15786
SE;28;04003;2804003;Maruim;15783
MG;31;54309;3154309;Resplendor;15775
BA;29;16856;2916856;Itatim;15749
RO;11;00064;1100064;Colorado do Oeste;15747
SP;35;11706;3511706;Charqueada;15739
PR;41;03909;4103909;Campina da Lagoa;15737
ES;32;03809;3203809;Muqui;15736
MG;31;45000;3145000;Nova Ponte;15731
PR;41;10607;4110607;Iporã;15730
SC;42;04558;4204558;Correia Pinto;15720
AM;13;02801;1302801;Maraã;15706
BA;29;29057;2929057;São Félix do Coribe;15704
SC;42;01950;4201950;Balneário Arroio do Silva;15693
AL;27;02108;2702108;Colônia Leopoldina;15673
CE;23;04509;2304509;Frecheirinha;15660
PR;41;26801;4126801;Tapejara;15659
SC;42;12106;4212106;Palmitos;15627
RS;43;02352;4302352;Bom Princípio;15619
PE;26;12901;2612901;São Benedito do Sul;15605
RN;24;06502;2406502;Lagoa Nova;15584
SP;35;37008;3537008;Pedregulho;15580
BA;29;15205;2915205;Itagibá;15556
RS;43;19406;4319406;São Pedro do Sul;15535
GO;52;00100;5200100;Abadiânia;15498
SP;35;30201;3530201;Mirante do Paranapanema;15482
PR;41;02901;4102901;Bituruna;15443
AM;13;00201;1300201;Atalaia do Norte;15440
CE;23;09201;2309201;Nova Olinda;15437
AL;27;01605;2701605;Canapi;15434
CE;23;13559;2313559;Tururu;15432
ES;32;03130;3203130;João Neiva;15431
BA;29;20205;2920205;Malhada;15426
PE;26;08008;2608008;Jataúba;15419
AL;27;05200;2705200;Messias;15418
BA;29;08309;2908309;Conceição do Almeida;15401
BA;29;03276;2903276;Barrocas;15396
MG;31;47600;3147600;Passa Quatro;15387
BA;29;32606;2932606;Urandi;15365
MT;51;00300;5100300;Alto Araguaia;15358
SC;42;02073;4202073;Balneário Gaivota;15353
PE;26;08305;2608305;Jupi;15336
RS;43;17905;4317905;Santo Cristo;15325
AL;27;02553;2702553;Estrela de Alagoas;15322
RN;24;04507;2404507;Guamaré;15312
MG;31;50802;3150802;Piranga;15308
SP;35;45001;3545001;Salesópolis;15289
SC;42;04509;4204509;Corupá;15287
GO;52;14002;5214002;Mozarlândia;15284
CE;23;10803;2310803;Pereiro;15279
RR;14;00407;1400407;Normandia;15264
MS;50;05806;5005806;Nioaque;15255
SC;42;15505;4215505;Santa Cecília;15247
RO;11;00056;1100056;Cerejeiras;15237
PA;15;07102;1507102;São Caetano de Odivelas;15226
MG;31;33105;3133105;Itanhandu;15226
SP;35;23305;3523305;Itariri;15225
MG;31;20805;3120805;Cruzília;15223
MT;51;02603;5102603;Campinápolis;15203
PR;41;11902;4111902;Jaguapitã;15193
MG;31;02308;3102308;Alvinópolis;15178
RS;43;08102;4308102;Feliz;15174
CE;23;08203;2308203;Meruoca;15164
AL;27;03304;2703304;Inhapi;15158
BA;29;03607;2903607;Biritinga;15151
BA;29;25600;2925600;Presidente Dutra;15133
RS;43;15503;4315503;Restinga Sêca;15129
SP;35;39400;3539400;Piratininga;15120
RS;43;07500;4307500;Espumoso;15118
PA;15;08357;1508357;Vitória do Xingu;15104
BA;29;01155;2901155;América Dourada;15104
SC;42;16701;4216701;São José do Cedro;15100
MG;31;10301;3110301;Caldas;15082
BA;29;21401;2921401;Mirangaba;15050
GO;52;04300;5204300;Caçu;15049
MT;51;08006;5108006;Tapurah;15030
SP;35;18503;3518503;Guareí;15027
AL;27;01704;2701704;Capela;15023
BA;29;01353;2901353;Andorinha;15011
BA;29;27309;2927309;Salinas da Margarida;14989
SC;42;05001;4205001;Dionísio Cerqueira;14989
BA;29;27606;2927606;Santa Brígida;14979
BA;29;01403;2901403;Angical;14973
SP;35;38204;3538204;Pinhalzinho;14971
PB;25;13406;2513406;Santa Luzia;14954
MG;31;23908;3123908;Entre Rios de Minas;14952
MT;51;07305;5107305;São José do Rio Claro;14950
PB;25;16904;2516904;Uiraúna;14943
MA;21;05609;2105609;Joselândia;14942
SP;35;35408;3535408;Panorama;14942
RJ;33;03104;3303104;Natividade;14938
PR;41;04428;4104428;Candói;14922
MA;21;03554;2103554;Conceição do Lago-Açu;14921
PA;15;07409;1507409;São Francisco do Pará;14912
MG;31;69000;3169000;Tocantins;14912
SP;35;53955;3553955;Tarumã;14899
MG;31;33402;3133402;Itapagipe;14896
SC;42;02057;4202057;Balneário Barra do Sul;14885
MG;31;62807;3162807;São João Evangelista;14864
PR;41;27304;4127304;Terra Rica;14862
BA;29;32408;2932408;Uibaí;14844
MA;21;08801;2108801;Pirapemas;14819
PI;22;04709;2204709;Inhuma;14803
PR;41;02802;4102802;Bela Vista do Paraíso;14789
BA;29;30766;2930766;Sítio do Quinto;14778
RS;43;01636;4301636;Balneário Pinhal;14769
ES;32;05176;3205176;Vila Valério;14764
BA;29;24504;2924504;Pindaí;14740
PB;25;07309;2507309;Jacaraú;14719
ES;32;04302;3204302;Presidente Kennedy;14718
MG;31;08404;3108404;Botelhos;14703
MG;31;08552;3108552;Brasilândia de Minas;14696
MA;21;11763;2111763;Senador La Rocque;14688
PB;25;04801;2504801;Coremas;14680
MA;21;05906;2105906;Lago Verde;14678
TO;17;16505;1716505;Pedro Afonso;14675
MG;31;07802;3107802;Bom Jesus do Galho;14668
PE;26;15706;2615706;Triunfo;14647
PR;41;04600;4104600;Capitão Leônidas Marques;14644
MG;31;12703;3112703;Capitão Enéas;14633
PB;25;16706;2516706;Teixeira;14630
BA;29;17409;2917409;Jacaraci;14625
BA;29;13002;2913002;Ibitiara;14622
BA;29;18308;2918308;Jitaúna;14614
PR;41;02307;4102307;Balsa Nova;14608
MG;31;55504;3155504;Rio Paranaíba;14602
AM;13;04260;1304260;Uarini;14597
SP;35;32009;3532009;Morungaba;14590
SP;35;38105;3538105;Pindorama;14590
SP;35;52700;3552700;Tabatinga;14585
MG;31;33006;3133006;Itamonte;14569
CE;23;02057;2302057;Barroquinha;14563
SE;28;02304;2802304;Frei Paulo;14561
RS;43;01107;4301107;Arroio dos Ratos;14555
RS;43;21105;4321105;Tapes;14547
SP;35;36307;3536307;Patrocínio Paulista;14527
PR;41;21505;4121505;Rebouças;14524
PR;41;01705;4101705;Araruna;14520
PA;15;01576;1501576;Bom Jesus do Tocantins;14511
RS;43;21402;4321402;Tenente Portela;14494
MA;21;03752;2103752;Davinópolis;14467
SP;35;20905;3520905;Ipaussu;14464
SP;35;21309;3521309;Ipuã;14463
BA;29;01601;2901601;Antas;14453
MG;31;32206;3132206;Itaguara;14408
PR;41;09302;4109302;Guaraniaçu;14398
MG;31;12604;3112604;Capinópolis;14392
PB;25;09404;2509404;Mogeiro;14381
MA;21;11532;2111532;São Pedro da Água Branca;14379
SP;35;41208;3541208;Presidente Bernardes;14371
ES;32;02702;3202702;Itaguaçu;14368
SE;28;04201;2804201;Monte Alegre de Sergipe;14346
MS;50;07935;5007935;Sonora;14345
PI;22;10706;2210706;Simões;14344
RO;11;00940;1100940;Cujubim;14338
PR;41;19806;4119806;Planalto;14300
MA;21;10302;2110302;Santo Antônio dos Lopes;14298
MG;31;33758;3133758;Itaú de Minas;14293
RS;43;00802;4300802;Antônio Prado;14292
PB;25;12408;2512408;Puxinanã;14279
MA;21;07357;2107357;Nova Olinda do Maranhão;14277
CE;23;08377;2308377;Miraíma;14260
RJ;33;00902;3300902;Cambuci;14245
MG;31;39904;3139904;Maria da Fé;14241
MG;31;04601;3104601;Astolfo Dutra;14239
PR;41;10508;4110508;Ipiranga;14230
RS;43;20701;4320701;Sobradinho;14209
SC;42;09607;4209607;Lauro Müller;14192
PE;26;12455;2612455;Santa Cruz;14178
BA;29;00355;2900355;Adustina;14166
RN;24;04705;2404705;Ipanguaçu;14164
BA;29;03706;2903706;Boa Nova;14160
BA;29;09109;2909109;Coribe;14158
CE;23;00705;2300705;Alto Santo;14157
PB;25;09206;2509206;Massaranduba;14145
PB;25;16607;2516607;Tavares;14141
PE;26;08701;2608701;Lagoa dos Gatos;14139
CE;23;08351;2308351;Milhã;14135
SP;35;56107;3556107;Valentim Gentil;14132
PR;41;17057;4117057;Nova Laranjeiras;14132
PA;15;02855;1502855;Curuá;14126
MG;31;55702;3155702;Rio Piracicaba;14120
TO;17;20200;1720200;São Miguel do Tocantins;14103
PB;25;16508;2516508;Taperoá;14093
MG;31;25705;3125705;Felixlândia;14084
MG;31;42700;3142700;Montalvânia;14065
SP;35;22802;3522802;Itaporanga;14058
BA;29;24207;2924207;Pedro Alexandre;14056
GO;52;22005;5222005;Vianópolis;14046
GO;52;08400;5208400;Goianápolis;14036
PR;41;22008;4122008;Rio Azul;14032
BA;29;15007;2915007;Itaeté;14031
MG;31;01003;3101003;Águas Vermelhas;14026
SC;42;06207;4206207;Gravatal;14022
SP;35;51900;3551900;Severínia;14020
MG;31;40803;3140803;Matias Barbosa;14019
SP;35;45605;3545605;Santa Adélia;14018
MG;31;12000;3112000;Candeias;14017
PR;41;23006;4123006;Salto do Lontra;14006
PE;26;08057;2608057;Jatobá;14002
BA;29;09703;2909703;Cristópolis;14002
CE;23;06009;2306009;Iracema;13993
AL;27;06448;2706448;Paripueira;13991
BA;29;18753;2918753;Lagoa Real;13990
TO;17;20903;1720903;Taguatinga;13986
MG;31;08909;3108909;Brazópolis;13981
MG;31;40506;3140506;Martinho Campos;13979
RN;24;05603;2405603;Jardim de Piranhas;13969
AL;27;00201;2700201;Anadia;13960
MA;21;06805;2106805;Mirinzal;13958
PB;25;16102;2516102;Soledade;13955
PR;41;22156;4122156;Rio Bonito do Iguaçu;13955
MG;31;06903;3106903;Bicas;13935
BA;29;15106;2915106;Itagi;13925
MA;21;04602;2104602;Governador Eugênio Barros;13918
BA;29;12509;2912509;Ibipitanga;13905
SE;28;01504;2801504;Carmópolis;13904
